Name	Country	Sector	Type	Desc	Departments	City	Year	Size	Url	Id	Type
Expert Grup	Moldova	Nonprofit	Research and consulting	Expert-Grup is a non-profit organization specializing in economic research and policy. As an independent organization, Expert-Grup is a reflection of the ideals shared by young intellectuals from Moldova aiming to contribute to Moldova's development.	Government operations, Moldova, Republic of, national; Education, Moldova, Republic of, local; Health/healthcare, Moldova, Republic of, local; Government operations, Moldova, Republic of, local; Education, Moldova, Republic of, national; Health/healthcare, Moldova, Republic of, national; Agriculture, Moldova, Republic of, national; 	Chisinau	1998	1/10/2015	http://www.expert-grup.org/ro/	905	research	1		1	Infographics on public spending in Moldova (www.budgetstories.md/)	0		1		0	
FusionWorks	Moldova	For-profit	Data/information technology	FusionWorks is a Moldovan IT Solutions company.	Education, Moldova, Republic of, Local; Government operations, Moldova, Republic of, Local; Education, Moldova, Republic of, National; Government operations, Moldova, Republic of, National; 	Chisinau	2009	11-50	http://fusionworks.md/	938	research	0		0		0		0		0	
Budi Odgovoran	Montenegro	Nonprofit	Governance	An application for registering irregularities in Montenegrin society.	Government operations, Montenegro, Local; 				http://www.budiodgovoran.me/	556	research	0		0		1	The application allows users to report problems concerning goverment operations, such as failure to issue fiscal receipts, parking, damage to roads and the environment.	0		0	
Institut Alternativa	Montenegro	Nonprofit	Governance	Institut Alternativa's mission is to contribute to strengthening of democracy and good governance through research and policy analysis as well as monitoring of public institutions' performance.	Other, Montenegro, National; Other, Montenegro, Local; 	Podgorica	2007		http://institut-alternativa.org	oDisMepaOr	research	1		0		0		0		0	
MANS	Montenegro	Nonprofit	Governance	MISSION MANS is a non-governmental organization that fights against corruption and organized crime that affect Montenegro.	Government operations, National; 	Podgorica			http://www.mans.co.me	AL0KMgbeI3	research	1		0		0		0		0	
Achmea	Netherlands	For-profit	Insurance	Achmea is a leading insurance company based in the Netherlands that provides customers with Health, Life and Non-life insurance.	Public safety, null, Null; Demographics and social, null, Null; Health/healthcare, null, Null; 	Zeist	1811	1000+	https://www.achmea.nl	490	research	0		0		1	integrate open data into probability models for risk calculation	0		0	
Alterra	Netherlands	Other	Agriculture	Alterra is part of the Wageningen University and Research Centre (Wageningen UR), and offers a combination of practical and scientific research in disciplines related to the green world around us and the sustainable use of our living environment	Geospatial/mapping, Netherlands, National; Geospatial/mapping, United States, National; 			201-1000	http://www.wageningenur.nl/en/Expertise-Services/Research-Institutes/alterra.htm	509	research	0		0		0		0		0	
Centre for Budget Monitoring	Netherlands	Nonprofit	Governance	The aim of The Centre of Budget Monitoring and Citizen Participation is to promote budget monitoring with which civil initiatives and organizations gain insight and knowledge on public-policy making and government expenditure.	Finance, Netherlands, national; Finance, Netherlands, local; 	Amsterdam	2012		http://www.budgetmonitoring.nl	580	research	1	Citizen Participation implements budgetmonitoring as tool to enable citizen’s access to financial information	0		0		0		0	
Code for the Netherlands	Netherlands	Developer group	Governance	Code for NL place innovative people with technical skills (semi) to help governments to work on concrete solutions to social problems.	Government operations, Netherlands, national; Government operations, Netherlands, local; 				http://www.codefor.nl/	604	research	1	work with various municipalities	0		0		0		0	
FrieslandCampina	Netherlands	For-profit	Consumer services	FrieslandCampina is a Dutch dairy cooperative.	Agriculture, null, Null; 	Amersfoort	2008	1000+	www.frieslandcampina.com	928	research	0		0		1	Pre-assessment based on probability model of proteins in milk based on grass-quality	0		0	
Fugro	Netherlands	For-profit	Energy	Fugro N.V. provides geotechnical, survey, subsea, and geoscience services for clients, typically oil and gas, telecommunications cable, and infrastructure companies.	Geospatial/mapping, null, national; 	Leidschendam	1962	1000+	www.fugro.com	929	research	0		0		1	Digital soil research, process optimization	0		0	
GoOV B.V.	Netherlands	For-profit	Transportation and logistics	Goov is a smartphone app that helps people who struggle to travel independently on public transport.	Transportation, Netherlands, local; Transportation, Netherlands, national; 				http://www.go-ov.nl/	954	research	0		1	Goov app uses transport data	0		0		0	
Heineken	Netherlands	For-profit	Consumer services	Heineken International is a Dutch brewing company.	Weather, null, Null; Agriculture, null, Null; 	Amsterdam	1864	1000+	http://www.theheinekencompany.com/	974	research	0		0		1	Optimize purchase of barley	0		0	
LayAr	Netherlands	For-profit	Data/information technology	LayAr's mission is to provide the highest quality tools and services for augmented reality and interactive print.	Housing, Norway, local; Housing, Norway, national; 	Amsterdam	2009		https://www.layar.com	1038	research	0		0		1	uses information from the City of Oslo, Norway’s Urban Development Department	0		0	
Localfocus	Netherlands	For-profit	Media and communications	The LocalFocus data management platform makes it easy to get new insights from datasets and to share them with colleagues and audience.		Amsterdam	2013		http://www.localfocus.eu/	1048	research	0		1	several maps use open data	0		0		0	
Open State	Netherlands	Nonprofit	Governance	Open State is an organization that promotes democratic transparency, accountability and participation with the development of online platforms and promotes unlocking and re-use of open (government) data.	Arts and culture, Netherlands, National; Government operations, Netherlands, National; 	Amsterdam			http://www.openstate.eu/	1146	research	1	open data based platforms such as Open Cultuur Data; openspending.nl	0		0		0		0	
Rode Kruis	Netherlands	Nonprofit	Healthcare	The Dutch Red Cross is part of the international Red Cross movement, providing direct assistance in conflict, post-disaster and domestically.	Geospatial/mapping, Netherlands, national; Geospatial/mapping, Netherlands, local; 	Den Hague			http://www.rodekruis.nl/	1224	research	0		0		1	Creator of Ready2Help - uses satellite images to compare surface before and after a major disaster such as an earthquake	0		0	
Stedin	Netherlands	For-profit	Energy	Stedin provides safe and continuous transport of gas and electricity to more than two million customers in and around three of the four big cities in Randstad, as well as the Rotterdam harbour area.	Geospatial/mapping, null, national; 	Rotterdam		1000+	https://www.stedin.net	1270	research	0		0		1		0		0	
Wageningen University & Research Center	Netherlands	Nonprofit	Scientific research	Wageningen UR provides educational training and conducts research in the domain of nutrition and sustainability.	Agriculture, Netherlands, National; Environment, Netherlands, National; 		1918	1000+	http://www.wageningenur.nl/	1357	research	0		1	Agro & food portal gives insight into the demographics and economics of the Dutch agricultural sector.	0		0		0	
KPMG	Netherlands	For-profit	Research and consulting	KPMG is a large global professional services company providing audit, tax and advisory services.		Amstelveen	2002	1000+	http://www.kpmg.com	yKdEABTWwb	research	0		0		0		1		0	
Code for Poland	Poland	Developer group	Governance	Code for Poland is an interdisciplinary community seeking technological solutions to social problems.	Finance, Poland, national; Transportation, Poland, national; Government operations, Poland, national; Government operations, Poland, local; 	Warsaw			http://kodujdlapolski.pl/	602	research	1	use of open data in various projects, e.g. Wizualizacja Budżetu Łodzi, Open Spending	0		0		0		0	
ePaństwo Foundation	Poland	Nonprofit	Governance	ePaństwo Foundation's aim is to develop democracy, open and transparent authorities and civic engagement.	Government operations, Poland, national; 	Warsaw	2010	1/10/2015	http://epf.org.pl/en/	685	research	0		0		0		0		0	
Fundação Francisco Manuel dos Santos	Portugal	Nonprofit	Governance	The Foundation’s mission is to study, disseminate and debate Portugal’s situation freely and independently.	Demographics and social, Portugal, national; Government operations, Portugal, national; Education, Portugal, national; 		2009		http://www.pordata.pt/	930	research	0		1	Pordata portal uses open data from various sources	0		0		0	
Manufactura Independente	Portugal	For-profit	Media and communications	Manufactura Independente is a design studio focused on free and open source software, libre culture and critical engagement with design tools.	Government operations, Portugal, National; 			1/10/2015	http://blog.manufacturaindependente.org/	1059	research	0		1	uses open data in various projects, e.g. Demo.cratica	0		0		0	
Open Knowledge Portugal	Portugal	Developer group	Governance	Open Knowledge Portugal is part of a worldwide non-profit network of people passionate about openness, using advocacy, technology and training to unlock information and enable people to work with it to create and share knowledge.					http://pt.okfn.org/	1135	research	1	various projects related to open data, e.g. Hackathons	0		0		0		0	
Transparencia Hackday	Portugal	Developer group	Governance	Transparencia Hackday Portugal is a working group enthusiastic about public information, open data and the possible interactions between technology and citizenship.	Government operations, Portugal, national; 				http://www.transparenciahackday.org	1309	research	1	use open data in various projects, e.g. demo.cratica.org	0		0		0		0	
Open Knowledge Romania	Romania	Developer group	Governance	Open Knowledge Romania is part of a worldwide non-profit network of people passionate about openness, using advocacy, technology and training to unlock information and enable people to work with it to create and share knowledge.	Arts and culture, Romania, national; 		2014		http://ro.okfn.org/	1136	research	1	various projects related to open data, e.g. Open Culture Hackathon	0		0		0		0	
Foundations for an Open Society Romania	Romania	Nonprofit	Governance	Since 2012, the Foundation facilitates the Coalition for Open Data, a platform for Romanian Civil Society Organizations promoting open government and open data in the public sector. Its mission is to promote the development of a society built on freedom, responsibility and respect for diversity.	Arts and culture, Romania, National; Demographics and social, Romania, National; Education, Romania, National; Geospatial/mapping, Romania, National; Government operations, Romania, National; Science and research, Romania, National; Arts and culture, Moldova, National; Demographics and social, Moldova, National; Education, Moldova, National; Government operations, Moldova, National; 	București	1990	11-50	http://www.fundatia.ro	IYHpnSCBnH	submitted survey	1		0		0		1		0	
CJSC Gosbook	Russia	For-profit	Data/information technology	CJSC Gosbook is a medium-size IT-company that develops solutions for government and the private sector. 		Moscow	2009	11-50	http://gblab.ru	idOPje7EHK	submitted survey	0		1		1		1		0	
BIZNEX	Russian Federation	For-profit	Business and legal services	BIZNEX purpose is to increase transparency and trust in business with the help of companies’ data. Our mission is to spread companies’ data across the world, to make it available for small and medium businesses.	Business, Russian Federation, national; 	Moscow			http://www.biznex.co	543	research	0		0		1	enrich data on companies with use open sources	0		0	
Datalabs	Russian Federation	For-profit	Data/information technology	Data Mining Labs provides leading expertise in data analytics with top-notch solutions that boost business efficiency.		Saint Petersburg			http://www.dmlabs.org	643	research	0		0		1	data analytics services for boosting marketing, finance, operations	0		0	
Etransport	Russian Federation	For-profit	Transportation and logistics	The main purpose ETransporta is to view the real situation on the road, to see the arrival of public transport and to decide when to get out in time to stop.	Transportation, Russian Federation, local; 	Ekaterinburg			http://et-app.ru	899	research	0		1	app that uses public transportation location.	0		0		0	
Findtenders.ru	Russian Federation	For-profit	Data/information technology	FindTenders is a technology company that specializes in information solutions, helping organizations throughout Russia develop their business by entering the market of public procurement, tendering and commercial electronic trading.	Government operations, Russian Federation, null; Business, Russian Federation, Null; 	Moscow	2011		http://www.findtenders.ru/	914	research	0		0		0		0		0	
InfoCulture	Russian Federation	Nonprofit	Governance	"Information Culture" is a nonprofit organization whose purpose is to develop and promote the concept of an open state and open data.	Government operations, Russian Federation, Local; Government operations, Russian Federation, National; 	Moscow	2012	1/10/2015	http://www.infoculture.ru/	988	research	0		0		0		0		0	
inTaxi	Russian Federation	For-profit	Transportation and logistics	inTaxi is a reliable and handy taxi service app that allows you to order taxi with just a few taps.		Moscow			http://intaxi.ru/	1000	research	0		0		1		0		0	
Interfax	Russian Federation	For-profit	Media and communications	Interfax Group is a provider of critical information on Russia, China and emerging markets of Eurasia, serving the diverse needs of investors, corporations, financial professionals and the media.		Moscow	1989	1000+	http://www.interfax.com/	1002	research	0		0		1	business news, ratings, industry reports	0		0	
JSC Gosbook	Russian Federation	For-profit	Data/information technology	JSC Gosbook implements large-scale complex online projects for organizations in the public and commercial sector.	Other, Russian Federation, Null; 	Moscow	2010		http://gblab.ru	1018	research	0		1	uses open data in working with the government to put that information online and as visualizations	0		0		0	
NextGIS	Russian Federation	For-profit	Geospatial/mapping	NextGIS offers its clients integrated open-source spatial software, backed by customized GIS solutions, professional ongoing support and comprehensive training.	Geospatial/mapping, Russian Federation, National; Environment, Russian Federation, Local; Government operations, Russian Federation, Local; 	Moscow	2011	1/10/2015	http://nextgis.ru/en/	1092	research	0		0		1		0		0	
Open City Foundation	Russian Federation	Nonprofit	Research and consulting	Open City Foundation promotes Open Data in Russia and ex-USSR - organizes events (hackathons, barcamps, etc), conduct research (open budget, open transport, smart cities, etc) and run projects (citizenbudget.ru, liveablecity.ru, etc).		Saint Petersburg	2009	1/10/2015	https://twitter.com/opencityru/	1109	research	0		1	Create new services based on open budget data (citizenbudget.ru - map of municipal budgets and local communities) and housing data (LiveableCity - index of comfortable life in St Petersburg)	0		1	Research about open data: use cases and best practices, current state, trends, influence on economics, etc.	1	We use and analyze any types of open data but now we are more focused on data for making cities better with technologies (different types of urban data, transportation data, geomapping, etc). Also we develop unified format for publishing budgets. Also we use data that are not real open data but published openly (public information). We collect it, parse and visualize manually or trying to automate it if possible.
Open Knowledge Russia	Russian Federation	Developer group	Governance	Open Knowledge Russia is part of a worldwide non-profit network of people passionate about openness, using advocacy, technology and training to unlock information and enable people to work with it to create and share knowledge.			2013		http://ru.okfn.org/	1137	research	1	various projects related to open data, e.g. Hackathons	0		0		0		0	
RosBusinessConsulting (RBC)	Russian Federation	For-profit	Media and communications	RBC operates comprehensive business and entertainment Internet portals, a 24/7 RBC TV business channel, and a number of business print publications.	Economics, Russian Federation, National; 	Moscow	1993	1000+	http://www.rbcholding.com/	1226	research	0		0		1	financial and economic news	0		0	
RosPravosudie	Russian Federation	Developer group	Business and legal services	RosPravosudie provides access to the texts of decisions published on the official websites of the courts on the basis of the Federal Law.	Legal, Russian Federation, national; 	Saint Petersburg			http://rospravosudie.com	1227	research	1	court decisions are published in a searchable format online by category, judge, law, and more.	0		0		0		0	
Rostnadzor	Russian Federation	For-profit	Business and legal services	Rostnadzor provides expertise on problem assets and debt recovery from companies.	Business, Russian Federation, national; Legal, Russian Federation, national; 	Moscow			http://www.rostnadzor.ru/	1229	research	0		0		1	Analysis of data from Official Single Register of Legal Entities, daily monitoring of changes in registration data.	0		0	
StickerRide	Russian Federation	For-profit	Business and legal services	StickerRide is an application that allows you to earn money by placing ads on your car.	Geospatial/mapping, Russian Federation, National; 	Moscow			http://www.stickerride.com	1272	research	0		0		1	StickerRide uses GPS data in its app to track mileage to calculate the amount that drivers earn from advertising	0		0	
WCIOM (Russian Public Opinion Research Center)	Russian Federation	Nonprofit	Research and consulting	Russian Public Opinion Research Center (VCIOM) is the oldest marketing and opinion research company in the post-Soviet space.		Moscow	1987		http://www.wciom.com/index.php	1363	research	0		0		1	market research	0		0	
Zakupki360.ru	Russian Federation	For-profit	Business and legal services	Zakupki360.ru provides services and information regarding procurement processes in Russia.	Business, Russian Federation, Null; Government operations, Russian Federation, null; 				http://zakupki360.ru/	1384	research	0		0		0		0		0	
GIS-Lab	Russian Federation	Developer group	Geospatial/mapping	GIS-Lab is an informal community of Russian-speaking Geographic Information Systems (GIS) and Remote Sensing (RS) specialists.	Geospatial/mapping, Russian Federation, National; Geospatial/mapping, Russian Federation, Local; Transportation, Russian Federation, Local; 	Moscow	2002		http://gis-lab.info/	5HxzQdX3lj	research	0		0		0		1	Uses GIS data and other indicators for research.	0	
Sputnik	Russian Federation	For-profit	Governance	Sputnik makes access to official information and public services and services on the web easier.	Health/healthcare, Russian Federation, National; Health/healthcare, Russian Federation, Local; 	Ulyanovsk	2012		http://apps.sputnik.ru/	rqBdC3fv8k	research	0		1	Services medications; Uses open data on medicines (pharmacies, prices, instructions)	0		0		0	
Yandex	Russian Federation	For-profit	Data/information technology	Yandex is an Internet company which operates the largest search engine in Russia and develops a number of Internet-based services and products.	Business, Russian Federation, National; Education, Russian Federation, National; Housing, Russian Federation, National; Transportation, Russian Federation, National; 	Moscow	2000	11-50	http://www.yandex.ru/	JhHTP2tNJo	research	0		0		1		0		0	
2GIS	Russian Federation	For-profit	Geospatial/mapping	2GIS is a city information service combined with a map.	Business, Russian Federation, National; Business, Russian Federation, Local; Transportation, Russian Federation, Local; Transportation, Russian Federation, National; Geospatial/mapping, Russian Federation, Local; Geospatial/mapping, Russian Federation, National; 	Novosibirsk	1999	1000+	http://2gis.ru	8GFiW5zpZ0	research	0		1	Online maps and navigation use open data on public transport routes, businesses, etc	0		0		0	
RIA Novosti	Russian Federation	For-profit	Media and communications	RIA Novosti is a leading Russian multimedia group.	Business, Russian Federation, National; Finance, Russian Federation, National; 	Moscow	1941	1000+	http://ria.ru/	jf9IwPcj5Y	research	0		0		0		1	Uses open data on national finances and companies.	0	
VeeRoute	Russian Federation	For-profit	Transportation and logistics	VeeRoute is platform optimization for delivery of courier services, online stores, distributors and service companies.	Transportation, Russian Federation, National; Transportation, Russian Federation, Local; 	St Petersburg	2014		http://veeroute.com/	FiubVTwJLn	research	0		0		1		0		0	
Golos	Russian Federation	Nonprofit	Governance	GOLOS is an association of non-profit organizations in defense of voter rights in Russia.	Government operations, Russian Federation, National; Government operations, Russian Federation, Local; 	Moscow	2013		http://www.golosinfo.org	aIiHdWt3qO	research	1	Uses data about elections, places for voting; created map of falsifications.	0		0		0		0	
WelcomeMedia	Russian Federation	For-profit	Media and communications	WelcomeMedia develops effective online resources and business tools.	Geospatial/mapping, Russian Federation, Local; Transportation, Russian Federation, Local; 	St Petersburg			http://welcomemedia.ru/	rNyztsP5Pl	research	0		1	App for bicyclists (http://velomesto.ru) uses open urban data.	0		0		0	
Eventos	Russian Federation	For-profit	Data/information technology	Eventos is a Big Data, Semantic Technologies company.	Other, Russian Federation, National; Other, Russian Federation, Local; 	Moscow	2010		http://my-eventos.com	2nQDxrfKot	research	0		1	OntoQuad platform uses linked open data.	0		0		0	
WikiRoutes	Russian Federation	For-profit	Transportation and logistics	WikiRoutes aims to create a community of users of public transport.	Geospatial/mapping, Russian Federation, Local; Transportation, Russian Federation, Local; 	St Petersburg	2009		http://wikiroutes.info/	Q6yzeqa8Rx	research	0		1	Uses public transport routes data.	0		0		0	
OAO Roseltorg	Russian Federation	For-profit	Business and legal services	Roseltorg is an operator of electronic trading for government customers and commercial enterprises.	Government operations, Russian Federation, National; Government operations, Russian Federation, Local; 	Moscow	2009		https://www.roseltorg.ru	CLRx0aGFDQ	research	0		1	Uses information about government contracts for business to apply to government auctions.	0		0		0	
Urbanica	Russian Federation	For-profit	Geospatial/mapping	Urbanica specializes in long-term social and economic development, as well as urban and transport planning for public administration and private sectors.	Geospatial/mapping, Russian Federation, Local; 	St Petersburg	2009		http://urbanica.spb.ru	BKZHIYS2eM	research	0		0		0		1	Uses urban data for research and city planning.	0	
Gravity Group	Russian Federation	For-profit	Data/information technology	Gravity Group develops applications.	Health/healthcare, Russian Federation, Local; Transportation, Russian Federation, Local; 	Perm			http://gravity-group.ru/	8rSFUuiEIU	research	0		1	Apps with data about Perm region.	0		0		0	
BNet	Russian Federation	For-profit	Arts and culture	BNet has created Cultural Routes - an app showing information about museums in Moscow.		Moscow			http://culturalroutes.ru	h6pmfQHGcA	research	0		1	Mobile application for visiting museums in Moscow, including access and travel options. 	0		0		0	
Gaikagroup	Russian Federation	For-profit	Healthcare	Galkagroup is the organization that has created Mamnadzor, an app for mothers.		Moscow	2013	1/10/2015	http://mamnadzor.ru/	2R0H0hGr6P	research	0		1	Mamnadzor, a mobile application that uses health and geodata (places of pharmacies, hospitals, shops, schools, etc) to map health and educational institutions for mothers and their children.	0		0		0	
Hint Solutions	Russian Federation	For-profit	Data/information technology	Hint Solutions is an IT outsourcing company working in Russia and abroad.  	Health/healthcare, Russian Federation, National; 	Tula	2006	51-200	http://www.hintsolutions.ru/	fu6xF0SEvk	research	0		1	Mobile application uses locations of centers for  donors of blood , and includes a calendar for donors, tips for health, news about blood donors in Russia. http://www.donorapp.ru/.  Additionally, created CityGram App (winner of Moscow's hackathon)	0		0		0	
SPb GUP IAC	Russian Federation	For-profit	Data/information technology	SPb IAC is a public enterprise specialising on developing of IT projects for Saint-Petersburg Administration.	Other, Russian Federation, Local; 	St Petersburg	1980	201-1000	http://iac.spb.ru/	k7Izwkk9UF	research	0		1	Created several mobile apps for government services (healthcare, city issues, government legal services for business, tourism).	0		0		0	
GoodRoads	Russian Federation	For-profit	Geospatial/mapping	GoodRoads is a geoinformation system that measures road quality using the accelerometers built in mobile devices so that users can see current quality of roads.	Geospatial/mapping, Russian Federation, National; Geospatial/mapping, Russian Federation, Local; 	St Petersburg	2011	1/10/2015	http://goodroads.ru	ijsm9HU88a	research	0		1	Service uses GIS data on roads.	0		0		0	
Team29	Russian Federation	Nonprofit	Governance	Team29 deals with freedom information development in Russia.	Finance, Russian Federation, National; Finance, Russian Federation, Local; Housing, Russian Federation, Local; 	St Petersburg	2015	11-50	http://team29.org/	kYFXUEu9j2	research	0		1	Uses open data such as finance data for public accountability, and housing data for Open Housing	0		0		0	
SPARK Marketing	Russian Federation	For-profit	Business and legal services	SPARK is a modern business solution for a comprehensive analysis of information on companies and effective risk management.	Business, Russian Federation, National; Business, Ukraine, National; Business, Uzbekistan, National; 	Moscow	2004	1000+	http://www.spark-interfax.ru/	Og90C1e4rj	research	0		1	Contains financial reports from millions of companies	0		0		0	
Favorit Systems	Russian Federation	For-profit	Data/information technology	Favorit Systems specializes in the development of automated information systems, application software, advisory services and training in information technology.	Health/healthcare, Russian Federation, National; Health/healthcare, Russian Federation, Local; 	Moscow	2001		http://www.fvs.ru/	gAZmmAaVHA	research	0		1	App EMIAS uses open healthcare data to facilitate appointment registration in hospitals and clinics.	0		0		0	
Teplitsa of Social Technologies	Russian Federation	Nonprofit	Governance	The mission of Teplitsa of Social Technologies is to develop a culture civil online applications whereby social problems can be solved with the help of information technology.	Other, Russian Federation, National; Other, Russian Federation, Local; Other, Poland, National; Other, Poland, Local; 	Moscow			http://te-st.ru/	ZpEIqF2a4L	research	1	Organizes events, trainings for NGO, education in activism.	0		0		0		0	
Gradoteka	Russian Federation	For-profit	Data/information technology	Gradoteka aggregates statistics on Russian cities by collecting, systematizing, and visualizing data, turning them into rankings, infographics and visual data.	Arts and culture, Russian Federation, Local; Demographics and social, Russian Federation, Local; Economics , Russian Federation, Local; Finance, Russian Federation, Local; Housing, Russian Federation, Local; Transportation, Russian Federation, Local; 				http://gradoteka.ru	M3dGGWbgj9	research	0		1	Website aggregates urban indicators.	0		0		0	
Russian Union of Engineers	Russian Federation	Other	Other	Russian Union of Engineers brings together expert engineers, builders, designers and inventors, heads of industrial and manufacturing companies, and employees in the scientific and technical spheres, to consolidate the scientific and engineering community, promote its interests, and develop international relations.	Demographics and social, Russian Federation, Local; Economics , Russian Federation, Local; Housing, Russian Federation, Local; Transportation, Russian Federation, Local; 	Moscow	2012		http://www.российский-союз-инженеров.рф	ArDCeOALkl	research	0		0		0		1	Created ratings of livable cities in Russia using urban open data.	0	
Green Patrol	Russian Federation	Nonprofit	Environment	Green Patrol aims to participate in the development and implementation of environmental policies in Russia, and to maintain the role of civil society initiatives relating to environmental quality and the development of an ecologically oriented society.	Environment, Russian Federation, National; Environment, Russian Federation, Local; 	Moscow	2007		http://www.greenpatrol.ru	v21l7KtH4N	research	0		0		0		1	Uses official region ecology information for research.	0	
Krista	Russian Federation	For-profit	Data/information technology	Krista is a developer of information-analytical systems.	Finance, Russian Federation, National; Government operations, Russian Federation, National; 	Moscow	1992		http://www.krista.ru/	vv9kGp9AjK	research	0		1	Provides services based on budget and finance data.	0		0		0	
Rambler	Russian Federation	For-profit	Data/information technology	Rambler is a Russian search engine.	Housing, Russian Federation, National; 	Moscow	1996		http://www.rambler.ru/	mxysKQN4ia	research	0		1	Uses data of transactions in the property market.	0		0		0	
GreenPeace	Russian Federation	Nonprofit	Environment	Greenpeace Russia is a campaigning organization that acts to change attitudes and behavior, to protect and conserve the environment, and to promote peace.	Environment, Russian Federation, National; Environment, Russian Federation, Local; 	Moscow	1989		http://www.greenpeace.org/russia/ru	bNVJFguPME	research	0		0		0		1	Uses environmental information (such as recycling locations).	0	
International Memorial Fund	Russian Federation	Nonprofit	Governance	International Memorial Foundation provides the largest collection of family history and evidence about the fate of victims of political repression in Russia in the twentieth century.	Government operations, Russian Federation, National; 	Moscow			http://october29.ru/wp/gorod/	YU7gvJ25CD	research	0		0		0		1	Uses data from the Archive and the Museum of the Memorial for visualization of archive data about terror in USSR.	0	
Big City Media	Russian Federation	For-profit	Media and communications	Big City is a site about how to make life better in the big cities. Big City focuses on the economy, technology development, and the social fabric of cities, urban studies, and news that affect city life.	Other, Russian Federation, Local; 	Novosibirsk	2002		http://bg.ru	l3tcwBErhQ	research	0		0		0		1	Uses open data to create interactive maps and for general research.	0	
Foundation for Fighting with Corruption	Russian Federation	Nonprofit	Governance	Foundation for Fighting with Corruption aims to end corruption in Russia (founded by Alexei Navalny).	Finance, Russian Federation, National; 	Moscow			https://fbk.info/	w3ccibE2o4	research	1	Uses data of government contracts.	0		0		0		0	
Archy Web Studio	Russian Federation	For-profit	Data/information technology	Archy Web Studio find solutions by developing programs, websites and mobile applications.	Health/healthcare, Russian Federation, National; 	Novosibirsk			http://www.archystudio.ru/	ZkzYU27r5L	research	0		1	App for searching medical drugs (uses healthcare data).	0		0		0	
The Committee for Civic Initiative	Russian Federation	Developer group	Governance	The Committee for Civic Initiative is a civic organization, a non-partisan association of professionals in key spheres of life (economy, science, education, health care, culture).	Government operations, Russian Federation, National; Government operations, Russian Federation, Local; 	Moscow	2012		http://komitetgi.ru	ogIfNNRGyR	research	0		1	GosZatraty project uses data of all government spendings to raise public awareness about public expenditure.	0		0		0	
Transparency International Russia	Russian Federation	Nonprofit	Governance	Transparency International – Russia (TI–R) is part of a global coalition against corruption with the aim of spreading anti-corruption concepts and combating corruption in Russia.	Finance, Russian Federation, National; Government operations, Russian Federation, National; 	Moscow	1999		http://www.transparency.org.ru/	BuKLhKRINR	research	1		0		0		0		0	
Beautiful Petersburg	Russian Federation	Developer group	Geospatial/mapping	Beautiful Petersburg is a citizen initiative to improve the quality of the urban environment in St.Petersburg.	Geospatial/mapping, Russian Federation, Local; Transportation, Russian Federation, Local; 	St Petersburg	2012		http://красивыйпетербург.рф	mVEEkJgHcj	research	0		0		0		1	Uses different types of urban data for research and civic projects.	0	
Kudrin Foundation - Committee for Civic Innovation	Russian Federation	Nonprofit	Governance	Kudrin Foundation funds the GosZatraty project - a non-government initiative to raise public awareness about public expenditure.		Moscow	2013	1/10/2015	http://clearspending.ru/	XQl53QxUwe	research	0		1	GosZatraty uses data on government spending (from zakupki.gov.ru) to raise public awareness about public expenditure using open data. The automated monitoring system allows examining, understanding and detecting violations and using public expenditure data repeatedly (specifically to grants, federal and municipal contracts).	0		0		0	
Transparency International - Slovensko	Slovak Republic	Nonprofit	Governance	Mission of Transparency International Slovakia to reduce corruption by increasing transparency and reducing red tape. They watch the powerful, propose policies and engage people in the fight against corruption.			1997		http://www.transparency.sk/en	1315	research	0		0		0		0		0	
zNašichDaní	Slovak Republic	Other	Business and legal services	Znasichdani.sk aims to show the public which entrepreneurs and companies are successful in securing contracts with the state in public procurements.	Government operations, Slovakia, National; 				http://znasichdani.sk/l/?l=en	1386	research	0		0		0		0		0	
Commission for Prevention of Corruption	Slovenia	Nonprofit	Governance		Government operations, null, national; 	Ljubjana			http://supervizor.kpk-rs.si/	612	research	0		1	A search engine created to allow for better monitoring of public expenditure in Slovenia.	0		0		0	
Eixos	Spain	For-profit	Business and legal services	Eixos.cat is an observatory of the economic activity of cities for the development of market research and business location.	Weather, Spain, national; Geospatial/mapping, Spain, national; 		2011	1/10/2015	http://eixos.cat/	671	research	0		0		1	Eixos.cat makes heavy use of the Virtual Land Office (www.sedecatastro.gob.es), Cartographic Institute of Catalonia (www.icc.cat), Institut of Statistics of Catalonia (www.idescat.cat) and Meteorological Service of Catalonia (www.meteo.cat) for market and economic research	0		0	
Fundación Civio	Spain	Nonprofit	Governance	Fundacion Civio develops tools that both reveal the civic value of data and promote transparency - the organization investigates and generates relevant information about public governance to empower citizens and improve the accountability of public institutions.	Government operations, Spain, National; Environment, Spain, Null; 	Madrid	2012	1/10/2015	http://www.civio.es/	933	submitted survey	0		0		0		0		0	
Meteo for Energy	Spain	For-profit	Energy	Meteo for Energy create meteorological forecast and energy production optimization.	Weather, Spain, national; 				http://www.meteoforenergy.com/	1072	research	0		0		1	uses weather data for better meteorological forecast	0		0	
Qué hacen los diputados	Spain	Nonprofit	Governance	QueHacenLosDiputados.net is a monitoring Spanish Parliament's activity website with an open source API.	Government operations, Spain, National; 		2012		http://quehacenlosdiputados.net	1206	research	0		1	website uses parliamentary data as part of its mission.	0		0		0	
